AllocationID,AssetID,EmployeeID,AllocationDate,ReturnDate
728,728,6296,2021-03-09,
729,729,5925,2023-06-06,
730,730,4686,2023-01-02,
731,731,5807,2022-11-30,
732,732,345,2020-06-29,
733,733,6090,2022-06-15,2022-08-12
734,734,6979,2022-06-26,
735,735,709,2023-04-21,2023-08-17
736,736,7190,2023-11-08,2024-10-29
737,737,6167,2020-05-19,2020-09-15
738,738,5863,2022-03-10,2022-09-20
739,739,3393,2020-11-25,2021-04-11
740,740,1935,2022-07-26,
741,741,719,2022-04-10,2023-01-05
742,742,8885,2022-04-05,2022-07-05
743,743,697,2021-02-13,2021-10-03
744,744,5944,2023-06-18,
745,745,5904,2023-12-03,2024-04-21
746,746,133,2023-09-08,2023-10-13
747,747,2854,2020-03-18,2020-04-21
748,748,2803,2020-09-08,
749,749,508,2020-03-10,2020-11-22
750,750,8699,2022-07-14,
751,751,6592,2022-10-14,2022-10-23
752,752,1044,2021-02-28,2021-11-18
753,753,7798,2021-02-26,2021-10-17
754,754,4533,2022-03-08,2022-12-02
755,755,6304,2022-02-10,2022-04-30
756,756,5129,2021-06-18,2021-07-22
757,757,4457,2020-12-28,2021-07-07
758,758,5516,2020-06-09,2020-06-21
759,759,8962,2020-09-07,2021-08-10
760,760,5995,2020-10-19,2021-02-15
761,761,7515,2022-01-18,
762,762,7526,2021-08-22,2021-08-27
763,763,5979,2022-02-11,2022-03-08
764,764,8649,2022-04-25,2023-01-24
765,765,8492,2023-05-06,
766,766,5247,2020-08-25,2020-09-07
767,767,395,2023-02-15,
768,768,7668,2021-02-04,2021-10-31
769,769,8181,2022-06-27,2022-12-08
770,770,2702,2020-12-08,2021-10-26
771,771,3712,2020-12-02,
772,772,1308,2020-03-05,2020-06-02
773,773,5860,2022-11-19,
774,774,542,2023-09-03,2023-10-24
775,775,4446,2021-04-15,2022-02-06
776,776,8506,2020-12-17,2021-02-17
777,777,8448,2021-12-18,2022-05-16
778,778,7731,2022-05-05,
779,779,4773,2021-03-19,2021-12-11
780,780,5621,2022-06-02,2022-11-12
781,781,6125,2020-03-04,
782,782,1275,2023-02-24,2023-12-04
783,783,5384,2021-03-17,
784,784,2963,2020-01-05,2020-05-12
785,785,2415,2020-07-16,2020-09-30
786,786,4581,2021-07-21,2022-04-20
787,787,782,2021-05-19,
788,788,2806,2021-02-13,
789,789,3543,2020-04-10,2021-01-22
790,790,4804,2020-02-04,2020-12-13
791,791,2859,2021-10-27,2022-06-23
792,792,7484,2020-04-16,2020-07-31
793,793,988,2020-06-14,2020-12-20
794,794,5858,2021-09-18,2022-02-11
795,795,8238,2022-08-20,
796,796,5171,2023-05-24,2023-07-24
797,797,1323,2023-01-09,2023-08-25
798,798,5004,2020-03-25,2020-12-02
799,799,6831,2021-06-19,2022-04-29
800,800,1705,2020-03-08,2020-07-01
801,801,8045,2022-01-23,2022-05-05
802,802,4903,2022-11-07,2023-07-03
803,803,7610,2020-01-18,2020-08-17
804,804,1776,2020-07-21,
805,805,976,2020-02-12,
806,806,2019,2021-04-02,2021-10-29
807,807,7953,2023-03-11,2023-10-17
808,808,2671,2021-11-04,
809,809,106,2021-03-28,
810,810,3103,2023-05-29,2023-08-08
811,811,8470,2021-11-07,2021-11-23
812,812,4266,2023-08-11,2024-03-29
813,813,1246,2020-04-19,
814,814,1672,2023-06-28,2023-11-29
815,815,8785,2020-09-12,
816,816,6683,2022-06-14,2023-01-21
817,817,5283,2022-02-05,
818,818,3623,2022-05-09,2023-01-29
819,819,4527,2023-06-30,2024-04-04
820,820,5490,2022-11-03,
821,821,2855,2021-06-16,2021-08-06
822,822,875,2022-07-11,
823,823,5816,2023-09-21,2024-01-18
824,824,5428,2020-09-11,
825,825,238,2020-05-08,2021-01-10
826,826,5966,2021-12-29,2022-04-23
827,827,5483,2020-03-18,2020-08-02
828,828,1663,2021-05-17,2021-09-04
829,829,282,2023-11-15,
830,830,5516,2020-06-17,
831,831,2964,2023-04-20,
832,832,926,2021-04-18,2022-03-16
833,833,7940,2023-03-24,2024-02-29
834,834,4585,2022-06-18,
835,835,2333,2022-05-19,
836,836,2853,2022-08-22,2023-06-04
837,837,7264,2022-07-25,2022-12-12
838,838,6585,2023-07-22,2024-02-11
839,839,6903,2021-01-30,
840,840,2618,2022-09-20,2023-05-09
841,841,3933,2020-09-14,2021-05-19
842,842,2558,2020-01-10,2020-04-09
843,843,1988,2023-03-17,2023-09-23
844,844,4633,2022-11-15,2023-11-08
845,845,22,2020-04-21,2021-02-12
846,846,51,2023-05-07,2023-08-20
847,847,7630,2023-11-10,2024-06-07
848,848,4877,2021-12-30,2022-05-08
849,849,5750,2021-06-27,2021-08-25
850,850,5817,2023-11-09,2024-05-07
851,851,2156,2021-11-12,2022-10-20
852,852,3607,2021-01-24,2021-11-26
853,853,4376,2023-04-30,2024-01-01
854,854,1513,2023-04-18,2023-12-17
855,855,6868,2023-02-14,2023-08-21
856,856,5250,2021-05-21,2021-08-21
857,857,4204,2023-07-12,2024-05-28
858,858,453,2022-07-27,2022-10-26
859,859,6002,2023-07-19,2024-01-03
860,860,7137,2020-12-31,
861,861,3217,2020-08-13,2021-02-25
862,862,3835,2023-02-26,2023-10-31
863,863,1085,2022-04-05,2023-02-11
864,864,2947,2020-06-23,2021-06-23
865,865,5503,2022-08-29,2022-10-11
866,866,5310,2023-09-02,
867,867,157,2022-03-22,2022-09-24
868,868,1781,2022-09-30,2022-10-11
869,869,872,2023-01-13,2023-06-11
870,870,3525,2021-11-23,
871,871,3280,2023-01-22,2023-03-03
872,872,211,2022-03-02,2022-05-26
873,873,6593,2022-03-14,2023-02-12
874,874,2033,2022-05-26,
875,875,5456,2021-10-30,2022-10-05
876,876,6164,2020-08-21,
877,877,3016,2021-11-03,2022-07-08
878,878,1947,2023-12-18,
879,879,2798,2020-06-16,
880,880,502,2023-02-02,2023-07-28
881,881,3018,2021-02-06,2021-08-17
882,882,2542,2020-03-13,2020-05-16
883,883,1124,2022-11-16,2023-09-18
884,884,4952,2022-10-19,2022-12-08
885,885,1628,2020-12-13,2021-11-28
886,886,5634,2021-07-21,2022-01-21
887,887,1423,2021-02-23,
888,888,5970,2022-03-26,
889,889,5277,2022-06-10,2022-06-21
890,890,8894,2020-11-19,
891,891,3959,2022-04-22,2022-10-31
892,892,1992,2020-10-06,2021-09-17
893,893,382,2020-07-25,
894,894,1471,2023-09-25,2024-09-10
895,895,2048,2023-05-29,2023-06-22
896,896,8720,2023-10-01,2024-05-08
897,897,2842,2022-07-30,2022-11-25
898,898,7495,2020-05-24,2020-11-26
899,899,7497,2021-12-30,2022-05-01
900,900,6239,2020-02-12,
901,901,8832,2023-08-31,2024-08-15
902,902,1678,2021-12-27,2022-11-17
903,903,8774,2020-02-09,2021-02-04
904,904,3290,2020-09-28,2021-04-02
905,905,8933,2023-06-09,2023-08-12
906,906,6127,2021-02-27,2021-04-06
907,907,5961,2020-10-23,2021-05-20
908,908,8350,2022-08-06,
909,909,3568,2022-08-19,2022-09-19
910,910,3624,2021-10-23,2022-10-20
911,911,2390,2020-10-13,2020-12-01
912,912,7762,2022-01-06,2022-03-05
913,913,4890,2023-06-14,2023-11-20
914,914,6995,2020-09-23,
915,915,6244,2022-07-30,2023-03-11
916,916,8753,2021-04-01,2021-10-26
917,917,4421,2021-02-23,2021-04-02
918,918,3228,2022-02-06,2022-10-30
919,919,7223,2021-05-03,2021-11-21
920,920,5778,2023-11-21,
921,921,8785,2023-08-14,2024-04-01
922,922,4718,2023-07-04,
923,923,2449,2022-12-21,
924,924,7546,2020-04-11,2020-08-10
925,925,6909,2022-10-31,2023-08-06
926,926,4345,2020-10-12,
927,927,3201,2022-12-29,2023-03-19
928,928,8610,2023-05-24,2023-07-17
929,929,1679,2023-07-29,2023-11-20
930,930,7069,2022-06-04,
931,931,4126,2020-03-22,2020-11-11
932,932,560,2020-06-21,2020-12-03
933,933,2880,2023-09-13,2024-01-30
934,934,8406,2021-12-06,2022-06-10
935,935,5986,2022-07-03,2023-05-30
936,936,5300,2020-04-29,
937,937,1172,2020-12-08,
938,938,2039,2021-03-26,2021-06-13
939,939,1264,2020-10-25,2020-12-07
940,940,5171,2021-09-19,2022-04-15
941,941,3460,2023-11-06,2024-10-16
942,942,813,2022-07-29,
943,943,7745,2021-09-19,2022-07-21
944,944,315,2021-01-08,2021-11-23
945,945,8650,2022-06-19,2023-02-28
946,946,4135,2023-06-28,
947,947,8805,2022-06-23,2023-03-27
948,948,3098,2021-03-28,2022-02-05
949,949,2605,2020-08-18,
950,950,4188,2020-06-16,2020-09-28
951,951,6074,2020-05-05,2021-02-25
952,952,2024,2023-08-21,2023-11-27
953,953,3828,2023-03-26,2023-12-04
954,954,8829,2022-03-24,2023-03-23
955,955,7822,2022-11-27,2023-11-13
956,956,8087,2022-06-10,2023-05-31
957,957,1436,2022-07-10,2022-07-20
958,958,2140,2022-12-09,2023-06-17
959,959,66,2020-09-25,2020-12-09
960,960,5111,2023-06-28,2023-07-27
961,961,8355,2020-06-23,2021-03-28
962,962,8497,2020-06-23,
963,963,2140,2023-05-05,2024-04-25
964,964,857,2022-09-22,
965,965,7522,2021-08-22,2022-01-21
966,966,2611,2022-05-31,
967,967,5780,2021-03-27,2021-06-02
968,968,5142,2023-05-25,2024-04-03
969,969,2274,2021-04-19,2021-09-04
970,970,276,2023-08-22,
971,971,6947,2023-01-16,
972,972,3857,2023-09-23,2023-10-14
973,973,6464,2021-08-22,2022-07-24
974,974,7296,2023-05-24,
975,975,1113,2021-07-30,
976,976,4129,2020-05-19,2021-03-15
977,977,2903,2023-09-03,
978,978,6536,2022-03-29,2023-03-16
979,979,7551,2022-12-07,2023-02-06
980,980,1103,2020-08-12,
981,981,4633,2021-01-21,2021-06-16
982,982,7662,2023-06-22,2023-09-26
983,983,3937,2021-02-15,2021-10-23
984,984,1945,2023-06-25,2023-07-11
985,985,4032,2021-09-03,2021-11-23
986,986,5814,2020-12-10,2021-01-02
987,987,7141,2023-12-01,2024-11-16
988,988,1311,2023-05-01,2024-03-04
989,989,4143,2023-07-01,2024-01-08
990,990,730,2022-12-31,
991,991,6982,2022-06-24,
992,992,6184,2023-09-24,2024-07-02
993,993,4231,2022-03-10,2023-01-05
994,994,7880,2020-05-10,2021-03-02
995,995,4400,2021-06-22,
996,996,5060,2021-01-24,2021-03-22
997,997,6776,2023-12-05,2024-08-10
998,998,4078,2023-06-13,
999,999,8670,2020-04-10,
1000,1000,8497,2023-07-30,2023-12-08
