SalaryID,EmployeeID,BasicPay,Allowances,Deductions,NetPay,PaymentDate
940,940,53700.3,11709.91,16555.1,48855.11,2021-01-27
941,941,91330.13,25772.33,19542.68,97559.78,2016-04-03
942,942,51826.83,19164.56,16726.71,54264.68,2021-07-31
943,943,35629.17,8577.81,5378.88,38828.1,2019-12-13
944,944,62320.06,19283.32,7289.5,74313.88,2021-02-23
945,945,50853.57,12538.03,6471.54,56920.06,2017-10-12
946,946,44535.02,12447.91,9653.04,47329.89,2013-11-29
947,947,91345.37,17120.96,11583.62,96882.71,2010-11-07
948,948,67824.56,27444.35,15414.49,79854.42,2013-12-28
949,949,60592.54,27616.82,10645.23,77564.13,2020-10-30
950,950,44040.54,8754.53,5819.79,46975.28,2016-05-29
951,951,79180.23,27446.73,11157.78,95469.18,2016-11-04
952,952,66711.26,18312.0,15298.33,69724.93,2024-12-06
953,953,54666.73,10750.7,9928.7,55488.73,2013-03-05
954,954,74711.91,18917.38,11293.92,82335.37,2011-06-25
955,955,58034.7,21796.44,14814.81,65016.33,2014-10-14
956,956,57147.5,22805.36,11564.0,68388.86,2016-12-25
957,957,49516.34,14628.57,6544.05,57600.86,2016-06-25
958,958,40287.09,10792.92,9142.8,41937.21,2010-03-10
959,959,67118.06,29954.36,19580.81,77491.61,2014-09-08
960,960,62982.32,19914.45,14548.93,68347.84,2011-11-18
961,961,54820.54,10273.29,9881.99,55211.84,2013-06-21
962,962,65643.12,12192.3,6260.15,71575.27,2017-05-19
963,963,39919.36,6991.98,8781.14,38130.2,2013-08-12
964,964,51979.51,5080.72,8194.37,48865.86,2017-07-16
965,965,45828.59,12228.68,8609.25,49448.02,2018-01-28
966,966,94407.44,10599.73,15335.21,89671.96,2021-05-31
967,967,27520.14,14415.8,5778.48,36157.46,2024-06-20
968,968,53102.77,11423.69,8539.11,55987.35,2018-10-06
969,969,75865.13,27923.65,6890.84,96897.94,2010-06-29
970,970,48181.49,14941.56,6860.54,56262.51,2012-02-20
971,971,74239.87,10913.54,19970.21,65183.2,2019-04-23
972,972,95665.73,14951.24,10705.55,99911.42,2019-11-21
973,973,90844.97,15590.39,13329.83,93105.53,2012-07-01
974,974,40147.69,5797.26,5910.15,40034.8,2024-08-22
975,975,81276.03,20476.18,14448.52,87303.69,2021-02-03
976,976,53739.28,28378.38,11350.81,70766.85,2012-07-15
977,977,20758.89,12517.6,9355.27,23921.22,2019-07-27
978,978,40457.93,10568.35,6319.07,44707.21,2014-04-13
979,979,31754.39,12198.57,9037.13,34915.83,2024-02-15
980,980,74801.79,25232.01,10514.89,89518.91,2021-05-07
981,981,21593.71,14625.57,7342.72,28876.56,2013-12-28
982,982,50000.73,24502.58,19206.71,55296.6,2013-02-07
983,983,79423.41,14448.13,8456.45,85415.09,2011-12-18
984,984,32938.89,8413.62,5218.95,36133.56,2010-10-18
985,985,56575.52,12311.93,6477.64,62409.81,2016-09-23
986,986,39309.04,5194.9,7144.78,37359.16,2016-06-28
987,987,70456.37,18840.97,17756.88,71540.46,2015-12-07
988,988,31378.62,14809.17,7320.79,38867.0,2024-01-16
989,989,57261.23,6347.09,7409.22,56199.1,2020-10-26
990,990,91134.16,19776.46,15119.38,95791.24,2015-06-07
991,991,66386.06,19603.28,15666.83,70322.51,2020-11-26
992,992,81566.3,28717.75,17346.87,92937.18,2022-03-15
993,993,53095.12,9487.35,6891.64,55690.83,2015-05-28
994,994,55973.13,19951.13,6293.9,69630.36,2013-08-30
995,995,43614.39,9661.53,5035.08,48240.84,2022-07-31
996,996,99000.52,18853.96,19611.75,98242.73,2022-07-31
997,997,76256.57,11041.97,5286.51,82012.03,2017-01-19
998,998,72887.39,12356.43,8743.44,76500.38,2010-04-09
999,999,32268.12,11130.43,7629.67,35768.88,2019-05-12
1000,1000,68601.17,26220.61,15059.76,79762.02,2023-02-13
1001,1001,56065.57,20060.68,5592.15,70534.1,2019-06-08
1002,1002,103861.58,11214.85,16043.96,99032.47,2020-05-31
1003,1003,40253.76,7178.63,5105.0,42327.39,2018-07-08
1004,1004,65319.0,17887.23,16973.81,66232.42,2013-09-19
1005,1005,77111.73,16134.08,16694.85,76550.96,2019-06-11
1006,1006,48838.98,7605.62,5381.56,51063.04,2023-11-11
1007,1007,79404.36,26641.72,8386.75,97659.33,2011-09-04
1008,1008,56344.81,5308.72,9609.5,52044.03,2023-03-15
1009,1009,53634.53,13441.87,5182.28,61894.12,2022-02-13
1010,1010,83324.41,27395.14,16131.02,94588.53,2019-07-19
1011,1011,48872.87,8697.77,5304.76,52265.88,2013-09-06
1012,1012,88778.67,20768.55,10686.08,98861.14,2010-03-07
1013,1013,80732.7,25477.49,14939.55,91270.64,2014-03-15
1014,1014,83888.04,15439.6,15277.3,84050.34,2014-10-09
1015,1015,38356.77,6808.81,7149.17,38016.41,2010-12-02
1016,1016,68269.79,18646.94,14189.09,72727.64,2018-11-05
1017,1017,55481.84,11756.67,7069.31,60169.2,2017-09-12
1018,1018,39004.18,10244.62,7045.5,42203.3,2010-07-28
1019,1019,78268.83,20551.21,13348.83,85471.21,2015-11-28
1020,1020,55852.84,16335.89,16680.26,55508.47,2021-06-25
1021,1021,58900.59,9806.45,7169.12,61537.92,2024-11-06
1022,1022,36924.26,12490.82,9991.07,39424.01,2013-06-30
1023,1023,92927.22,19870.27,17123.88,95673.61,2021-10-08
1024,1024,55208.42,27249.15,18900.33,63557.24,2019-03-11
1025,1025,73752.89,11233.94,19377.48,65609.35,2013-06-16
1026,1026,54368.95,19986.16,14058.24,60296.87,2011-07-02
1027,1027,46317.99,10679.19,7393.35,49603.83,2014-06-13
1028,1028,42956.54,11622.21,7503.04,47075.71,2014-07-13
1029,1029,58028.83,18058.1,17452.41,58634.52,2022-10-19
1030,1030,32773.93,14205.73,9553.52,37426.14,2014-04-01
1031,1031,25807.67,10543.23,5751.05,30599.85,2015-12-10
1032,1032,62996.98,16930.48,8443.91,71483.55,2020-12-21
1033,1033,44879.9,12786.38,7142.45,50523.83,2016-04-09
1034,1034,86247.58,11412.96,17327.92,80332.62,2015-04-08
1035,1035,30276.4,12310.95,9038.67,33548.68,2013-02-02
1036,1036,66209.16,11900.44,11971.9,66137.7,2011-01-11
1037,1037,86935.53,18082.71,13959.81,91058.43,2011-11-21
1038,1038,83199.3,22423.59,19676.98,85945.91,2020-04-17
1039,1039,25847.56,6435.62,5462.7,26820.48,2011-02-14
1040,1040,62181.15,19268.97,7861.1,73589.02,2024-12-30
1041,1041,77925.49,24958.63,10177.0,92707.12,2021-07-24
1042,1042,60493.84,17857.84,15496.55,62855.13,2022-04-21
1043,1043,94468.89,12436.17,16449.2,90455.86,2021-04-08
1044,1044,80862.15,13636.86,16429.63,78069.38,2012-09-11
1045,1045,52667.43,13376.71,9925.5,56118.64,2024-02-29
1046,1046,61325.86,14669.32,10148.53,65846.65,2022-09-09
1047,1047,94474.77,18475.98,16761.34,96189.41,2018-12-30
1048,1048,97594.41,12123.47,12651.47,97066.41,2014-08-19
1049,1049,64554.08,16704.18,10420.18,70838.08,2024-10-27
1050,1050,71640.15,26518.34,10257.83,87900.66,2018-12-31
1051,1051,47071.05,12069.95,6336.27,52804.73,2022-06-28
1052,1052,24891.49,13360.77,9619.08,28633.18,2018-03-17
1053,1053,69919.05,20479.46,5582.96,84815.55,2018-02-13
1054,1054,75070.44,27688.3,10316.93,92441.81,2021-11-15
1055,1055,24118.12,10339.03,7404.82,27052.33,2016-03-03
1056,1056,48293.98,10818.45,5531.69,53580.74,2021-09-12
1057,1057,59835.88,25202.58,16799.56,68238.9,2010-12-09
1058,1058,79043.86,28592.98,9100.84,98536.0,2021-07-18
1059,1059,83968.51,17458.59,6495.18,94931.92,2011-03-10
1060,1060,66219.47,13927.48,6600.43,73546.52,2019-05-16
1061,1061,67468.12,25770.59,15432.83,77805.88,2022-12-07
1062,1062,89116.59,24675.77,15120.72,98671.64,2011-02-27
1063,1063,28545.19,12592.75,9852.95,31284.99,2016-04-18
1064,1064,26483.14,5410.43,7869.57,24024.0,2010-01-17
1065,1065,47306.97,7170.74,9957.54,44520.17,2018-01-12
1066,1066,21383.56,5337.43,8077.37,18643.62,2019-02-21
1067,1067,62004.89,22518.35,16784.44,67738.8,2011-09-09
1068,1068,43103.78,6784.74,5590.43,44298.09,2012-12-31
1069,1069,47163.62,13620.05,8918.0,51865.67,2018-10-08
1070,1070,84119.3,15855.71,6831.16,93143.85,2021-08-07
1071,1071,67352.12,10580.12,8075.66,69856.58,2012-02-05
1072,1072,68775.42,13110.36,17391.54,64494.24,2013-01-09
1073,1073,29111.61,8281.57,9172.5,28220.68,2019-03-11
1074,1074,24121.21,11896.93,9087.53,26930.61,2012-01-23
1075,1075,93602.58,11723.7,9091.8,96234.48,2024-04-28
1076,1076,61544.34,16438.19,7148.02,70834.51,2019-11-18
1077,1077,73758.72,28052.78,6027.73,95783.77,2014-01-07
1078,1078,62164.51,18768.26,12340.52,68592.25,2010-01-16
1079,1079,22898.01,5383.13,5680.73,22600.41,2011-12-14
1080,1080,51267.24,13887.11,16454.32,48700.03,2019-10-12
1081,1081,71292.87,16411.63,17304.12,70400.38,2022-02-28
1082,1082,91427.39,17487.62,10210.02,98704.99,2011-06-03
1083,1083,50617.28,18973.96,8085.33,61505.91,2017-01-12
1084,1084,65266.61,28248.9,18967.05,74548.46,2023-07-17
1085,1085,65613.08,10683.43,5717.56,70578.95,2013-10-03
1086,1086,61338.24,12939.65,17289.82,56988.07,2022-09-28
1087,1087,30994.52,6501.05,9770.44,27725.13,2022-12-18
1088,1088,44940.53,5658.96,7971.8,42627.69,2014-07-15
1089,1089,28591.69,10648.95,9471.3,29769.34,2014-12-28
1090,1090,49237.55,10394.94,7101.7,52530.79,2012-04-04
1091,1091,45407.29,9872.46,6361.76,48917.99,2011-11-04
1092,1092,53038.07,7180.89,8977.42,51241.54,2013-06-22
1093,1093,60875.83,11558.01,12546.43,59887.41,2013-10-12
1094,1094,76181.17,25868.04,13371.49,88677.72,2012-09-27
1095,1095,51234.68,11577.0,6885.58,55926.1,2020-02-24
1096,1096,54038.33,6719.64,5347.01,55410.96,2010-05-21
1097,1097,39450.79,13364.63,8550.47,44264.95,2014-09-27
1098,1098,64260.87,11005.06,6408.43,68857.5,2016-12-08
1099,1099,92724.45,12600.4,19082.89,86241.96,2012-09-29
1100,1100,51130.84,5610.97,7183.35,49558.46,2011-06-17
1101,1101,79702.56,17108.55,9445.54,87365.57,2012-05-03
1102,1102,84015.48,22950.56,12685.81,94280.23,2014-05-30
1103,1103,49692.64,10394.44,7212.81,52874.27,2022-10-03
1104,1104,74396.96,16557.27,13758.93,77195.3,2023-05-07
1105,1105,53640.26,13989.91,15710.37,51919.8,2014-07-30
1106,1106,94172.55,11534.27,15997.37,89709.45,2020-06-21
1107,1107,40978.24,6222.02,8507.09,38693.17,2013-12-23
1108,1108,25145.71,5520.95,9799.02,20867.64,2014-11-21
1109,1109,74254.29,25731.02,9144.27,90841.04,2016-05-07
1110,1110,54043.31,11650.69,5083.3,60610.7,2022-06-23
1111,1111,78038.72,27677.16,9173.29,96542.59,2011-06-25
1112,1112,50608.57,25200.37,11502.96,64305.98,2017-12-26
1113,1113,70416.97,20582.45,10954.67,80044.75,2012-04-07
1114,1114,80681.15,20131.74,12627.1,88185.79,2017-06-14
1115,1115,52989.38,11489.85,9874.87,54604.36,2016-12-27
1116,1116,41333.82,10935.74,9998.16,42271.4,2023-05-25
1117,1117,27237.25,12866.8,5075.22,35028.83,2011-01-26
1118,1118,94800.48,10357.78,16427.33,88730.93,2018-05-01
1119,1119,51213.55,13949.03,9408.34,55754.24,2023-05-01
1120,1120,67160.57,15142.02,7160.73,75141.86,2015-04-29
1121,1121,75177.77,24764.17,12788.29,87153.65,2013-02-27
1122,1122,30433.53,7194.77,8887.97,28740.33,2019-07-23
1123,1123,94612.52,18069.52,19677.23,93004.81,2012-09-28
1124,1124,59853.78,21410.69,17559.42,63705.05,2020-03-12
1125,1125,64229.42,25993.38,17699.94,72522.86,2022-12-15
1126,1126,72364.62,21962.68,13860.23,80467.07,2020-09-13
1127,1127,57280.33,25534.93,17489.06,65326.2,2011-02-13
1128,1128,54056.36,12869.81,9037.57,57888.6,2024-10-09
1129,1129,45194.72,7485.09,7131.36,45548.45,2014-12-03
1130,1130,52715.54,27575.71,12204.78,68086.47,2010-04-09
1131,1131,57545.41,12766.83,5135.58,65176.66,2013-12-07
1132,1132,56216.61,19839.63,6538.35,69517.89,2014-10-27
1133,1133,49477.41,9274.09,5575.88,53175.62,2021-07-30
1134,1134,36063.99,10878.52,8811.67,38130.84,2024-12-02
1135,1135,70899.13,16170.37,5660.45,81409.05,2011-04-25
1136,1136,74264.58,26614.69,11349.98,89529.29,2014-05-05
1137,1137,57139.67,13040.12,8041.68,62138.11,2014-10-21
1138,1138,50616.29,10112.55,8757.9,51970.94,2019-11-02
1139,1139,57281.66,11394.68,8243.39,60432.95,2020-08-22
1140,1140,60894.54,22580.9,14669.35,68806.09,2011-04-14
1141,1141,26905.51,11340.23,5384.28,32861.46,2019-08-27
1142,1142,50612.34,10117.46,5336.89,55392.91,2022-10-16
1143,1143,22671.28,6196.2,9688.27,19179.21,2023-08-12
1144,1144,95513.61,15208.44,13786.03,96936.02,2014-12-07
1145,1145,42469.36,7708.89,5597.25,44581.0,2014-05-30
1146,1146,45625.1,7019.66,9042.48,43602.28,2013-09-15
1147,1147,26114.76,9479.33,6922.89,28671.2,2021-12-23
1148,1148,57861.86,16536.64,16829.72,57568.78,2014-02-04
1149,1149,59427.42,8734.49,8405.09,59756.82,2017-01-08
1150,1150,43355.34,9666.93,8953.27,44069.0,2017-01-25
1151,1151,82338.06,14639.89,7896.34,89081.61,2010-05-03
1152,1152,62166.97,13449.71,19768.13,55848.55,2016-10-09
1153,1153,41465.68,5078.19,7554.46,38989.41,2024-08-01
1154,1154,91422.34,14548.09,13901.66,92068.77,2013-12-13
1155,1155,50803.12,19370.96,15582.1,54591.98,2012-03-22
1156,1156,62821.11,10263.04,17246.89,55837.26,2021-09-16
1157,1157,30479.63,10880.15,7739.16,33620.62,2020-07-05
1158,1158,50856.92,15449.8,11904.15,54402.57,2018-08-15
1159,1159,90633.77,10675.96,6551.02,94758.71,2017-02-05
1160,1160,80179.74,16486.39,19139.3,77526.83,2021-07-08
1161,1161,49134.58,10525.41,7972.86,51687.13,2015-07-23
1162,1162,69291.19,25561.42,18504.83,76347.78,2019-12-25
1163,1163,48092.13,9622.35,7438.38,50276.1,2018-05-18
1164,1164,56129.98,12494.88,6363.44,62261.42,2016-08-11
1165,1165,86357.98,13719.67,12398.98,87678.67,2011-04-19
1166,1166,37234.49,7591.04,5165.8,39659.73,2011-12-04
1167,1167,58859.07,22600.54,12837.89,68621.72,2022-01-17
1168,1168,79378.37,13602.63,12250.6,80730.4,2024-10-12
1169,1169,100560.25,13154.69,15077.0,98637.94,2022-06-16
1170,1170,68473.84,27723.7,16945.74,79251.8,2017-09-05
1171,1171,83149.9,13011.07,15981.66,80179.31,2016-09-23
1172,1172,52555.33,10601.27,7480.85,55675.75,2019-12-02
1173,1173,59861.63,14540.95,9127.13,65275.45,2020-08-19
1174,1174,80039.47,22223.83,8763.27,93500.03,2022-03-08
1175,1175,68832.97,20217.14,15306.69,73743.42,2012-08-22
1176,1176,75879.86,12982.86,12786.64,76076.08,2017-03-29
1177,1177,22115.75,14349.42,5362.01,31103.16,2010-05-17
1178,1178,65335.78,17585.1,9708.54,73212.34,2023-04-30
1179,1179,35691.94,5235.93,5270.95,35656.92,2011-10-05
1180,1180,56385.71,21851.38,7079.7,71157.39,2023-10-02
1181,1181,50404.51,20188.16,12620.84,57971.83,2016-04-27
1182,1182,39517.87,9920.61,8615.69,40822.79,2011-04-21
1183,1183,64317.55,14576.87,18312.64,60581.78,2023-09-05
1184,1184,64683.16,17402.0,5745.2,76339.96,2010-12-15
1185,1185,50241.89,7809.37,5167.18,52884.08,2024-02-24
1186,1186,58168.07,17613.29,15649.16,60132.2,2015-03-21
1187,1187,76585.57,13454.24,14130.31,75909.5,2013-04-04
1188,1188,51020.98,8021.92,7227.69,51815.21,2012-05-19
1189,1189,59886.13,26154.26,6900.82,79139.57,2013-01-20
1190,1190,67266.79,26113.69,18130.21,75250.27,2014-08-21
1191,1191,59029.04,19528.48,10028.51,68529.01,2024-03-04
1192,1192,48715.33,10761.82,8619.13,50858.02,2019-12-17
1193,1193,35800.79,9968.45,9836.61,35932.63,2018-01-01
1194,1194,48995.27,7224.82,7832.8,48387.29,2022-09-29
1195,1195,61923.61,27383.54,7332.95,81974.2,2015-12-30
1196,1196,56163.68,25372.55,8306.03,73230.2,2023-09-19
1197,1197,39566.79,7794.69,8149.28,39212.2,2018-05-31
1198,1198,100221.49,10140.59,17743.89,92618.19,2022-08-30
1199,1199,59904.34,13748.56,18950.31,54702.59,2014-02-01
1200,1200,80195.78,15696.51,17489.54,78402.75,2011-10-06
1201,1201,80730.34,13958.68,14316.45,80372.57,2016-04-21
1202,1202,67209.29,22773.86,12457.19,77525.96,2013-10-02
1203,1203,41788.3,10449.37,8891.84,43345.83,2013-03-07
1204,1204,26389.43,9480.55,6492.52,29377.46,2016-04-09
1205,1205,63170.95,27334.72,19452.91,71052.76,2014-07-12
1206,1206,95661.01,10519.84,15387.04,90793.81,2019-06-30
1207,1207,55363.18,20086.71,8249.43,67200.46,2023-07-09
1208,1208,75903.43,26233.4,16955.4,85181.43,2016-12-20
1209,1209,46810.0,7950.38,5451.98,49308.4,2010-03-26
1210,1210,40128.1,9094.01,6255.22,42966.89,2018-08-09
1211,1211,68318.01,15963.21,11075.55,73205.67,2020-11-15
1212,1212,83189.96,26227.56,16235.67,93181.85,2018-06-17
1213,1213,50135.34,26839.4,18995.12,57979.62,2021-04-27
1214,1214,21332.79,9868.52,8778.32,22422.99,2010-05-27
1215,1215,88279.75,19074.27,19684.04,87669.98,2010-08-15
1216,1216,84269.5,25233.88,16140.19,93363.19,2015-02-08
1217,1217,51911.71,18491.59,19814.81,50588.49,2023-11-18
1218,1218,96014.05,16377.97,16014.24,96377.78,2010-03-13
1219,1219,34993.77,7771.52,5292.95,37472.34,2024-05-26
1220,1220,54978.69,15605.53,6796.27,63787.95,2013-10-06
1221,1221,95827.99,18850.26,18080.78,96597.47,2019-08-12
1222,1222,27001.98,7618.33,8905.08,25715.23,2012-01-07
1223,1223,47508.2,12895.9,9406.86,50997.24,2017-09-19
1224,1224,39217.61,14204.92,8660.54,44761.99,2012-08-25
1225,1225,52347.64,29515.06,13187.41,68675.29,2020-09-21
1226,1226,20229.42,8847.64,8254.18,20822.88,2023-12-20
1227,1227,84505.26,27574.15,19761.38,92318.03,2011-12-16
1228,1228,57625.89,24013.05,14317.35,67321.59,2011-10-01
1229,1229,66405.29,25609.59,7919.34,84095.54,2010-04-11
1230,1230,44594.17,13623.53,9536.55,48681.15,2021-08-30
1231,1231,45203.7,10747.37,5520.02,50431.05,2022-04-24
1232,1232,78475.85,13010.91,15434.6,76052.16,2010-06-15
1233,1233,50598.69,12773.21,8156.35,55215.55,2012-02-06
1234,1234,57543.51,23020.89,19476.03,61088.37,2010-05-02
1235,1235,34391.66,10742.14,5953.15,39180.65,2013-03-14
1236,1236,90117.65,27217.42,18504.91,98830.16,2024-07-02
1237,1237,70742.59,16956.67,5898.46,81800.8,2014-02-03
1238,1238,63723.83,18748.14,16534.79,65937.18,2024-10-17
1239,1239,64467.26,28558.76,13665.46,79360.56,2015-07-15
1240,1240,79612.99,27450.01,7692.98,99370.02,2021-11-11
1241,1241,50504.76,13942.35,15401.75,49045.36,2023-12-02
1242,1242,32108.86,11492.09,6850.62,36750.33,2015-06-24
1243,1243,64676.92,17347.26,12643.23,69380.95,2011-12-20
1244,1244,76905.15,21561.82,5587.63,92879.34,2021-12-21
1245,1245,29062.29,9477.44,8419.58,30120.15,2024-11-05
1246,1246,22885.69,9935.62,8525.3,24296.01,2010-06-16
1247,1247,52283.05,7335.35,7646.56,51971.84,2022-08-03
1248,1248,58286.65,15555.36,12526.0,61316.01,2018-04-03
1249,1249,57454.21,25238.35,9863.75,72828.81,2021-07-01
1250,1250,61583.18,25109.17,5373.52,81318.83,2011-06-08
1251,1251,84810.87,20400.98,10115.78,95096.07,2016-03-07
1252,1252,50217.36,10304.85,7185.48,53336.73,2016-12-25
1253,1253,61432.0,12374.9,14857.96,58948.94,2013-04-17
1254,1254,59819.79,24445.24,7696.33,76568.7,2013-05-22
1255,1255,76548.29,19238.44,11708.18,84078.55,2011-02-11
1256,1256,22035.5,5247.76,8893.52,18389.74,2021-05-25
1257,1257,42795.53,5009.66,6167.9,41637.29,2015-10-16
1258,1258,84926.79,25820.2,11123.05,99623.94,2011-06-23
1259,1259,34588.04,8963.81,9270.53,34281.32,2021-04-10
1260,1260,40706.58,8039.96,8376.12,40370.42,2015-08-09
1261,1261,81460.45,20733.87,16261.44,85932.88,2024-04-12
1262,1262,83371.27,22618.85,18591.79,87398.33,2021-04-11
1263,1263,70103.04,27256.33,9794.77,87564.6,2012-01-02
1264,1264,25934.88,11066.73,7348.24,29653.37,2017-01-31
1265,1265,95648.97,15265.5,19274.16,91640.31,2023-10-15
1266,1266,74458.78,18536.39,9103.2,83891.97,2022-01-08
1267,1267,47297.13,14051.44,6246.47,55102.1,2022-03-27
1268,1268,65257.6,24998.1,16128.02,74127.68,2019-01-06
1269,1269,59089.33,16948.92,15115.28,60922.97,2024-11-27
1270,1270,36475.0,10343.43,7125.2,39693.23,2019-10-09
1271,1271,55652.31,10428.79,8274.29,57806.81,2010-04-11
1272,1272,57676.31,9119.32,5159.58,61636.05,2017-06-25
1273,1273,31973.23,5585.42,9688.24,27870.41,2021-12-29
1274,1274,83179.3,18753.97,13637.63,88295.64,2016-10-15
1275,1275,25533.45,9414.53,6519.89,28428.09,2020-08-21
1276,1276,67197.22,21649.1,7689.52,81156.8,2020-05-30
1277,1277,21265.91,7397.27,5537.21,23125.97,2013-11-27
1278,1278,76975.16,24728.51,10363.52,91340.15,2014-08-08
1279,1279,58932.92,23233.27,15060.76,67105.43,2010-08-03
1280,1280,60953.53,18997.41,17539.32,62411.62,2015-01-22
1281,1281,58335.85,9887.49,8157.63,60065.71,2020-09-19
1282,1282,79228.33,11655.98,15934.42,74949.89,2018-08-28
1283,1283,80502.96,26579.76,12035.35,95047.37,2023-02-19
1284,1284,41534.56,12511.81,5767.53,48278.84,2013-07-23
1285,1285,67076.5,20252.76,6728.71,80600.55,2017-05-07
1286,1286,67108.04,28472.0,15248.42,80331.62,2016-10-12
1287,1287,28338.32,14686.68,7035.77,35989.23,2013-11-24
1288,1288,23906.64,11475.55,9610.29,25771.9,2019-02-16
1289,1289,68511.77,14753.36,7830.28,75434.85,2013-06-29
1290,1290,85969.56,10948.51,6447.39,90470.68,2019-03-16
1291,1291,24450.74,6928.22,7968.8,23410.16,2018-11-02
1292,1292,91952.89,12689.49,6785.75,97856.63,2014-09-04
1293,1293,84174.01,15713.37,13464.48,86422.9,2024-11-08
1294,1294,54085.77,27118.2,13650.39,67553.58,2024-11-14
1295,1295,32018.18,13668.01,8656.58,37029.61,2011-12-28
1296,1296,50569.43,13524.19,5206.56,58887.06,2016-10-03
1297,1297,54630.84,27997.21,13899.89,68728.16,2014-09-25
1298,1298,85317.95,24800.12,19539.76,90578.31,2011-07-02
1299,1299,31781.18,9679.8,9249.91,32211.07,2010-04-24
1300,1300,64976.08,22483.11,13455.71,74003.48,2024-07-26
1301,1301,67693.63,26459.07,6254.21,87898.49,2022-01-19
1302,1302,75543.03,25857.21,9909.66,91490.58,2021-10-19
1303,1303,32131.99,11357.76,9758.83,33730.92,2022-10-01
1304,1304,91380.32,12713.72,10038.58,94055.46,2018-04-11
1305,1305,80082.94,25385.11,18781.68,86686.37,2017-12-05
1306,1306,93503.52,12411.94,9694.23,96221.23,2012-09-15
1307,1307,89837.17,21677.29,17615.41,93899.05,2012-03-02
1308,1308,30189.81,14585.32,6106.64,38668.49,2010-12-06
1309,1309,63278.47,26523.16,8473.19,81328.44,2016-06-03
1310,1310,73837.01,29307.78,17142.92,86001.87,2012-09-14
1311,1311,42403.11,11281.74,7306.5,46378.35,2011-10-05
1312,1312,56079.11,22534.1,19787.36,58825.85,2018-10-14
1313,1313,35704.39,5645.58,6222.19,35127.78,2020-10-19
1314,1314,87871.45,22831.6,19321.24,91381.81,2021-03-15
1315,1315,62313.22,17909.5,13065.56,67157.16,2011-09-24
1316,1316,53127.37,18614.98,6751.48,64990.87,2016-06-28
1317,1317,41310.05,12326.47,8184.37,45452.15,2016-01-15
1318,1318,21477.77,11374.27,6876.01,25976.03,2012-05-27
1319,1319,82723.56,20205.06,8469.0,94459.62,2021-08-21
1320,1320,93082.03,13456.18,19941.34,86596.87,2023-01-18
1321,1321,20570.42,5923.23,7538.64,18955.01,2011-01-24
1322,1322,47471.47,8823.61,6257.14,50037.94,2013-04-21
1323,1323,79111.23,22154.65,13731.95,87533.93,2014-04-26
1324,1324,78113.95,20863.45,7047.27,91930.13,2014-02-14
1325,1325,56732.07,16631.48,16120.55,57243.0,2012-02-29
1326,1326,35831.85,13033.15,8627.8,40237.2,2022-10-15
1327,1327,58606.09,20570.03,5773.72,73402.4,2022-10-30
1328,1328,61651.76,19966.55,17905.46,63712.85,2012-03-21
1329,1329,87960.39,14533.52,16177.17,86316.74,2016-07-17
1330,1330,23270.05,9312.34,6076.55,26505.84,2011-11-12
1331,1331,68885.85,23304.49,19507.8,72682.54,2022-06-25
1332,1332,68139.78,26507.88,8967.77,85679.89,2024-09-27
1333,1333,47470.37,14682.86,8508.48,53644.75,2024-06-19
1334,1334,80899.04,26551.44,15424.98,92025.5,2020-11-27
1335,1335,28534.13,5116.08,5984.28,27665.93,2017-07-03
1336,1336,54838.19,23889.51,16370.71,62356.99,2016-02-24
1337,1337,52495.59,25425.64,14646.83,63274.4,2015-01-04
1338,1338,83882.29,25358.75,15849.42,93391.62,2010-09-26
1339,1339,40444.54,6794.36,7555.95,39682.95,2012-09-26
1340,1340,65584.38,16643.73,6404.19,75823.92,2024-12-17
1341,1341,71990.66,29896.17,18082.08,83804.75,2013-11-20
1342,1342,75669.73,22323.57,6402.15,91591.15,2016-04-22
1343,1343,85810.21,29138.21,19950.22,94998.2,2018-08-18
1344,1344,67851.2,18979.86,12304.3,74526.76,2016-11-29
1345,1345,54065.26,22266.17,16143.25,60188.18,2024-01-13
1346,1346,68329.87,29216.68,13148.12,84398.43,2021-09-05
1347,1347,68143.79,19603.76,8178.84,79568.71,2020-11-13
1348,1348,53042.68,21617.01,10829.94,63829.75,2018-04-02
1349,1349,56304.85,6670.41,6948.64,56026.62,2014-12-13
1350,1350,99449.43,15375.89,16612.56,98212.76,2014-03-08
1351,1351,92029.55,14888.35,16539.17,90378.73,2010-12-27
1352,1352,61339.38,15158.6,10148.87,66349.11,2011-02-10
1353,1353,57100.7,13128.26,16650.69,53578.27,2021-10-01
1354,1354,39445.2,11613.16,7137.68,43920.68,2016-11-16
1355,1355,38353.08,12708.73,6207.13,44854.68,2014-12-21
1356,1356,63310.35,20591.89,7398.14,76504.1,2015-08-30
1357,1357,81071.8,18360.86,14474.59,84958.07,2019-12-13
1358,1358,97868.56,17306.52,18391.03,96784.05,2020-09-13
1359,1359,54858.33,14960.49,9491.54,60327.28,2024-02-26
1360,1360,56653.02,14811.47,8030.07,63434.42,2021-11-12
1361,1361,56715.41,25572.91,14747.92,67540.4,2015-10-24
1362,1362,53729.37,12148.74,5597.0,60281.11,2011-05-06
1363,1363,58105.33,7813.86,9135.95,56783.24,2020-07-25
1364,1364,20304.37,12728.11,5754.12,27278.36,2010-10-10
1365,1365,90381.07,18236.75,10051.04,98566.78,2014-01-03
